name,link,category,based_in,tags,founded
MADiscover,https://www.eu-startups.com/directory/madiscover/,Austria,Innsbruck,"Information Services, M&A Screening, Target Screening, Shortlist Creation",2019
Lunixo,https://www.eu-startups.com/directory/lunixo/,Austria,Tiefgraben,"Software Development, Digital Signage, Software, Marketing",2019
Legitary,https://www.eu-startups.com/directory/legitary/,Austria,Vienna,"Artificial Intelligence, Music Streaming, IT, Software",2019
Kern Tec,https://www.eu-startups.com/directory/kern-tec/,Austria,Herzogenburg,"food tech, food production, upcycling",2019
Imperion,https://www.eu-startups.com/directory/imperion/,Austria,Vienna,"Consulting, IT, SOftware",2019
illwerke vkw,https://www.eu-startups.com/directory/illwerke-vkw/,Austria,Bregenz,"Utilities, Renewable Energy, Electrical Distribution",2019
Gradient Zero,https://www.eu-startups.com/directory/gradient-zero/,Austria,Vienna,"Differential Privacy, Machine Learning, Privacy-preserving Machine Learning",2019
ForgTin,https://www.eu-startups.com/directory/forgtin/,Austria,Braunau Am Inn,"Tinnitus, Medical Technology, Research, Medical Devices",2019
Flight Levels Academy,https://www.eu-startups.com/directory/flight-levels-academy/,Austria,Vienna,"Flight Levels, Business Agility, Leadership, Flow",2019
Enery,https://www.eu-startups.com/directory/enery/,Austria,Vienna,"Renewables, Clean Electricity, Project Development, Solar Energy",2019
Eberhart,https://www.eu-startups.com/directory/eberhart/,Austria,Micheldorf,"Finite element analysis, vibration engineering, thermodynamics, CFD analysis",2019
e.battery systems,https://www.eu-startups.com/directory/e-battery-systems/,Austria,Wolfurt,"Appliances, Electrical, Electronics Manufacturing, high-performance electronics",2019
Dreamwaves,https://www.eu-startups.com/directory/dreamwaves/,Austria,Vienna,"Mobile Apps, IT, Social Impact, Augmented Reality",2019
DrainBot,https://www.eu-startups.com/directory/drainbot-2/,Austria,Graz,"Truck Transportation, Robotics, Infrastructure",2019
Digital Moulds,https://www.eu-startups.com/directory/digital-moulds/,Austria,Sierning,"Information Technology Services, Software, Industrial Engineering",2019
Digando.com,https://www.eu-startups.com/directory/digando-com/,Austria,Dornbirn,"Construction, E-commerce, Rental, Marketplace",2019
DEKI,https://www.eu-startups.com/directory/deki/,Austria,Vienna,"Artificial Intelligence, Computer Vision, Machine Learning",2019
DECIDEA – make good decisions,https://www.eu-startups.com/directory/decidea-make-good-decisions-2/,Austria,Vienna,"Apps, Education, Finance, Consulting",2019
condignum,https://www.eu-startups.com/directory/condignum/,Austria,Vienna,"Cyber Security, Risk Management, Application Security",2019
Communi5,https://www.eu-startups.com/directory/communi5/,Austria,Vienna,"Telecommunications, IT, Tech",2019
Coders.Bay,https://www.eu-startups.com/directory/coders-bay/,Austria,Linz,"Coding, Softwareentwicklung, SAP, IT-Ausbildung",2019
Chatcloud,https://www.eu-startups.com/directory/chatcloud/,Austria,Saalfelden,"Collaboration, Communication, Software, Microsoft Teams, Slack, Chat,",2019
Brickwise,https://www.eu-startups.com/directory/brickwise/,Austria,Vienna,"Financial Services, Real Estate Investing, fintech",2019
Bonrepublic,https://www.eu-startups.com/directory/bonrepublic/,Austria,Vienna,"SaaS, Software, IT, HR",2019
BirdShades,https://www.eu-startups.com/directory/birdshades/,Austria,Leoben,"Real State, Environmental Services, mitigate bird-window collisions, greentech",2019
ARTI,https://www.eu-startups.com/directory/arti/,Austria,Graz,"Robotics, Mobile Robotics, Urban Logistics, Autonomous Systems",2019
Alveri,https://www.eu-startups.com/directory/alveri/,Austria,Salzburg,"Motor, Vehicle Manufacturing, Automotive",2019
AlbaJet Charter,https://www.eu-startups.com/directory/albajet-charter-gmbh-2/,Austria,Krumpendorf,"Travel Company, Airlines, Aviation",2019
AISEMO,https://www.eu-startups.com/directory/aisemo/,Austria,Weibern,"Automation, Machinery, Manufacturing, Software",2019
a:head bio,https://www.eu-startups.com/directory/ahead-bio/,Austria,Vienna,"Pharmaceutical Manufacturing, Biotechnology, Drug Discovery",2019
Krew,https://www.eu-startups.com/directory/krew/,Austria,Lenzing,"Information Services, Information Technology, Social Media, Software",2019
Liquidary.com,https://www.eu-startups.com/directory/liquidary-com/,Austria,Vienna,"Blockchain, Cryptocurrency, Finance, FinTech",2019
Joinpoints,https://www.eu-startups.com/directory/joinpoints/,Austria,Graz,"CRM, Software, Internet Publishing",2019
i4SEE TECH,https://www.eu-startups.com/directory/i4see-tech/,Austria,Graz,"Artificial Intelligence, Information Technology, Machine Learning, Predictive Analytics, Renewable Energy, Software",2019
MLReef,https://www.eu-startups.com/directory/mlreef/,Austria,Neidling,"Artificial Intelligence, IaaS, Information Technology, Internet, Machine Learning, Software",2019
Gropyus,https://www.eu-startups.com/directory/gropyus/,Austria,Vienna,"Construction, Green Building, Real Estate, Residential",2019
OE Service,https://www.eu-startups.com/directory/oe-service/,Austria,Klagenfurt,"Apps, Automotive, Mobile Apps",2019
fiskaly,https://www.eu-startups.com/directory/fiskaly/,Austria,Vienna,"Compliance, Financial Services, Information Technology",2019
Fauna,https://www.eu-startups.com/directory/fauna/,Austria,Graz,"Audio, Electronics, Eyewear, Wearables",2019
Pow Wow Entertainment,https://www.eu-startups.com/directory/pow-wow-entertainment/,Austria,Vienna,"Online Games, PC Games, Computer Games",2019
Pregenerate,https://www.eu-startups.com/directory/pregenerate/,Austria,Vienna,"Biotechnology, Life Science, Medical Device",2019
Prop.ID,https://www.eu-startups.com/directory/prop-id/,Austria,Vienna,Real Estate,2019
QUANTRO Therapeutics,https://www.eu-startups.com/directory/quantro-therapeutics/,Austria,Vienna,"Biotechnology, Pharmaceutical",2019
S1Seven,https://www.eu-startups.com/directory/s1seven/,Austria,Vienna,"Blockchain, Identity Management, Information Technology, Internet of Things, Precious Metals, Software Engineering",2019
Dejure Technologies,https://www.eu-startups.com/directory/dejure-technologies/,Austria,Klagenfurt,"Apps, Artificial Intelligence, Information Technology, Machine Learning",2019
DECIDEA,https://www.eu-startups.com/directory/decidea-make-good-decisions/,Austria,Vienna,"Apps, Consulting, Education, Finance",2019
Sarcura,https://www.eu-startups.com/directory/sarcura/,Austria,Klosterneuburg,"Biotechnology, Life Science, Semiconductor",2019
SignD Identity,https://www.eu-startups.com/directory/signd-identity-2/,Austria,Vienna,"Information Services, Information Technology",2019
CoLivi,https://www.eu-startups.com/directory/colivi/,Austria,Gasse,"Real Estate, Short Term Lease, Flexible Living",2019
Cloudomation,https://www.eu-startups.com/directory/cloudomation/,Austria,Vienna,"Information Technology, Machine Learning, Software",2019
CNQRCLUB,https://www.eu-startups.com/directory/cnqrclub/,Austria,Vienna,"Apps, Fitness, Internet, Sports",2019
Clean Code Software,https://www.eu-startups.com/directory/clean-code-software/,Austria,Raaba,"Computer, Consulting, Software",2019
Stresscoach,https://www.eu-startups.com/directory/stresscoach/,Austria,Vienna,"Health Care, mHealth, Mobile Apps, Software",2019
SynoptiCons,https://www.eu-startups.com/directory/synopticons/,Austria,Klagenfurt,"Analytics, Business Development, Consulting, Management Consulting",2019
SYN TRAC,https://www.eu-startups.com/directory/syn-trac/,Austria,Bad Goisern,Automotive,2019
Templeton Apus,https://www.eu-startups.com/directory/templeton-apus/,Austria,Vienna,"Business Intelligence, Digital Media, Health Care, Information and Communications Technology (ICT), Information Services, Mining, Oil and Gas, Pharmaceutical, Renewable Energy",2019
Warrify,https://www.eu-startups.com/directory/warrify/,Austria,Klosterneuburg,"Information Services, Information Technology, Software",2019
XKI GmbH,https://www.eu-startups.com/directory/xki-gmbh/,Austria,Vienna,"Blockchain, Internet of Things",2019
xuuluux,https://www.eu-startups.com/directory/xuuluux/,Austria,Salzburg,"Apps, Information Technology, Software",2019
Yolly,https://www.eu-startups.com/directory/yolly/,Austria,Vienna,"Accounting, Financial Services, FinTech",2019
Trackbar,https://www.eu-startups.com/directory/trackbar/,Austria,Vienna,"Spectator Sports, Fitness, Workout",2019
Circe BioTech,https://www.eu-startups.com/directory/circe-biotech/,Austria,Vienna,"protein, biodegradable plastic, gas, fermentation",2019
SOMAREALITY,https://www.eu-startups.com/directory/somareality/,Austria,Vienna,"Analytics, Health Care, Information Services, Life Science, Virtual Reality",2019
Techstory,https://www.eu-startups.com/directory/techstory-e-u/,Austria,Vienna,"marketing, communication, agile marketing",2019
Top TUtor,https://www.eu-startups.com/directory/top-tutor/,Austria,Austria,"tutors, students, marketplace",2019
COMMITLY,https://www.eu-startups.com/directory/commitly/,Austria,Vienna,"cash flow, management, finance",2019
AlbaJet Charter,https://www.eu-startups.com/directory/albajet-charter-gmbh/,"Austria,Germany",Klagenfurt,"private jet, booking platform, charter",2019
Money Finance Health Life,https://www.eu-startups.com/directory/money-finance-health-life/,Austria,Gulbarga,"money, finance, health",2019
Wavect,https://www.eu-startups.com/directory/wavect/,Austria,Innsbruck,"Mobile Development, Web Development, Usability & UX, Business Administration, and Soft Skills",2019
BotBase,https://www.eu-startups.com/directory/botbase/,Austria,Vienna,"AI, software, workflow, automation",2019
Trality,https://www.eu-startups.com/directory/trality/,Austria,Vienna,"Big Data, FinTech, Information Technology, Trading Platform",2019
Wowflow,https://www.eu-startups.com/directory/wowflow/,Austria,Vienna,"Facility Management, Software",2019
B.A.M Ticketing,https://www.eu-startups.com/directory/b-a-m-ticketing-gmbh/,Austria,Vienna,"blockchain, event, ticketing",2019
Autowhale,https://www.eu-startups.com/directory/autowhale/,Austria,Vienna,"crypto, market-making, SaaS, fintech",2019
Automated Software Testing,https://www.eu-startups.com/directory/automated-software-testing-gmbh/,Austria,Linz,"unit testing, test automation, software quality",2019
incaseof.law GmbH,https://www.eu-startups.com/directory/incaseof-law-gmbh/,Austria,Vienna,"digital, legal department, on demand",2019
3P-Pitch Partner Pandur,https://www.eu-startups.com/directory/3p-pitch-partner-pandur/,Austria,Vienna,"Pitch, Sales, Fundraising",2019
SignD Identity,https://www.eu-startups.com/directory/signd-identity/,Austria,Vienna,"Information Services, Information Technology, Internet",2019
Pixofarm,https://www.eu-startups.com/directory/pixofarm-2/,Austria,Vienna,"Agriculture, AgTech, Farming",2019
Greenwood-Power,https://www.eu-startups.com/directory/greenwood-power/,Austria,Rohrau,"Energy, Energy Management, Instrument",2019
FetoLife Science,https://www.eu-startups.com/directory/fetolife-science/,Austria,Vienna,"Apps, Health Care, Medical, mHealth, Personal Health, Women's",2019
DeepOpinion,https://www.eu-startups.com/directory/deepopinion/,Austria,Innsbruck,"Artificial Intelligence, Information Technology, Machine Learning, Natural Language Processing, SaaS, Software",2019
Codeversity,https://www.eu-startups.com/directory/codeversity/,Austria,Vienna,E-Learning,2019
Progeny,https://www.eu-startups.com/directory/progeny/,Austria,Vienna,"Apps, Consulting, Developer APIs",2019
qualityfox,https://www.eu-startups.com/directory/qualityfox/,Austria,Wieselburg,"Qualitätsmanagement, Interim-Management, Stellenbörse, Recruiting",2019
Xaleon,https://www.eu-startups.com/directory/xaleon/,Austria,Linz,"Customer Service, Enterprise Software, Messaging, SaaS, Sales, Software, Video Chat",2018
XUND,https://www.eu-startups.com/directory/xund/,Austria,Vienna,"Apps, Artificial Intelligence, Health Care, Health Diagnostics, Medical, mHealth, Personal Health",2018
Adatch,https://www.eu-startups.com/directory/adatch-2/,Austria,Vienna,"matchmaking, advertising, digital marketing",2018
Swarm Analytics,https://www.eu-startups.com/directory/swarm-analytics/,Austria,Tyrol,"AI, video analysis, algorithms, deep learning",2018
Frameless,https://www.eu-startups.com/directory/frameless/,Austria,Vienna,"AR, augmented reality, frameless",2018
IceKing,https://www.eu-startups.com/directory/iceking/,Austria,Wiener Neustadt,"tourism, travel, glaciers",2018
hi.health,https://www.eu-startups.com/directory/hi-health/,Austria,Vienna,"Health, Insurance, InsurTech",2018
Generation55plus.net,https://www.eu-startups.com/directory/generation55plus-net/,Austria,Kirchbach,"online, older generation, service",2018
Skillmill,https://www.eu-startups.com/directory/skillmill-gmbh/,Austria,Vienna,"social network, creative community",2018
InsectoCycle,https://www.eu-startups.com/directory/insectocycle/,Austria,Giessenberg,"Farming, Insects, Organic waste recycling",2018
myBioma,https://www.eu-startups.com/directory/mybioma/,Austria,Vienna,"Biotechnology, Health Diagnostics, Life Science",2018
Madgicx,https://www.eu-startups.com/directory/madgicx-2/,Austria,Viena,marketing automation,2018
VitreaLab,https://www.eu-startups.com/directory/vitrealab/,Austria,Vienna,"Manufacturing, Engineering, Deeptech",2018
ARIOT,https://www.eu-startups.com/directory/ariot/,Austria,Vienna,"building information modeling, augmented reality, construction, facility management",2018
YepOffers Austria,https://www.eu-startups.com/directory/yepoffers-austria/,Austria,Klagenfurt,,2018
Pocket Cocktails,https://www.eu-startups.com/directory/pocket-cocktails-2/,Austria,Vienna,"Cocktails, Delivery, Catering, Onlinestore, Events",2018
Fintune,https://www.eu-startups.com/directory/fintune-gmbh/,Austria,Vienna / Zürich,"edtech, social impact, fintech, parenting, financial Literacy, smarthome, openbanking, iot",2018
Sale Booster Solutions,https://www.eu-startups.com/directory/sale-booster-solutions-gmbh/,Austria,Wien,"sales, raise funds, Symbiosis",2018
Sheepblue,https://www.eu-startups.com/directory/sheepblue/,Austria,Vienna,"employee, scheduling, AI",2018
MyExpatTaxes,https://www.eu-startups.com/directory/myexpattaxes/,Austria,Vienna,"taxes, expats, tax returns, USA",2018
XRious,https://www.eu-startups.com/directory/xrious/,Austria,Wien,"AI, B2B, marketplace, AR, VR",2018
COMPASS,https://www.eu-startups.com/directory/compass/,Austria,Vienna,"tourists, travel, B2B, tourism",2018
DeepH,https://www.eu-startups.com/directory/deeph/,Austria,Vienna,"eHealth, Healthcare, Meditation app",2018
Chatvisor,https://www.eu-startups.com/directory/chatvisor/,Austria,Linz,"Customer Analytics, Customer Engagement Platform, SaaS, Customer Service",2018
Pocket Cocktails,https://www.eu-startups.com/directory/pocket-cocktails/,Austria,Vienna,"Cocktails, Delivery, To go, Vienna",2018
OncoOne,https://www.eu-startups.com/directory/oncoone/,Austria,Klosterneuburg,"BioTech, MedTech, eHealth, Therapeutics, OncoOne, Vienna",2018
Bobsla,https://www.eu-startups.com/directory/bobsla/,Austria,Innsbruck,"sports, ski, sports tech",2018
Morpher,https://www.eu-startups.com/directory/morpher/,Austria,Vienna,"Blockchain, FinTech, Software",2018
Involve.me,https://www.eu-startups.com/directory/involve-me/,Austria,Vienna,"B2B, Content Marketing, Digital Marketing, E-Commerce, Lead Generation",2018
Audvice,https://www.eu-startups.com/directory/audvice/,Austria,Salzburg,"Audio Corporate, EdTech, SaaS, Sales Software",2018
triply,https://www.eu-startups.com/directory/triply/,Austria,Linz,"Software,Truck Transportation ,IT information",2018
Bimspot,https://www.eu-startups.com/directory/bimspot/,Austria,Vienna,"Information Technology, Real Estate, Software",2018
CASHY,https://www.eu-startups.com/directory/cashy/,Austria,Vienna,"Financial Services, FinTech, Credit Fees",2018
HalloSophia.com,https://www.eu-startups.com/directory/hallosophia-com/,Austria,Linz,"Consulting, Digital Marketing, E-Commerce",2018
INNIO Group,https://www.eu-startups.com/directory/innio-group/,Austria,Tirol,"Energy, Manufacturing, Oil and Gas",2018
Happy Plates,https://www.eu-startups.com/directory/happy-plates/,Austria,Vienna,"Content Creators, Cooking, E-Commerce, Food Delivery, Publishing, Recipes",2018
OKTAV,https://www.eu-startups.com/directory/oktav/,Austria,Linz,"E-Learning, Media and Entertainment, Music, Music Education",2018
Orderlion,https://www.eu-startups.com/directory/orderlion/,Austria,Vienna,"Food and Beverage, Hospitality, SaaS, Supply Chain Management",2018
Monkee,https://www.eu-startups.com/directory/monkee/,Austria,Innsbruck,"Financial Services, FinTech, Machine Learning, Mobile Apps, Personal Finance",2018
StreamTV Media,https://www.eu-startups.com/directory/streamtv-media/,Austria,Steyr,"Online Games, Video, Video Streaming",2018
ilvi GmbH,https://www.eu-startups.com/directory/ilvi-gmbh/,Austria,Gleisdorf,"Health Care, Information Technology, Medical Device, mHealth, Software",2018
TTTech Auto,https://www.eu-startups.com/directory/tttech-auto/,Austria,Vienna,"Automotive, Autonomous Vehicles, Software",2018
Velonto,https://www.eu-startups.com/directory/velonto/,Austria,Linz,"Apps, Delivery Service, E-Commerce",2018
ImageBiopsy lab,https://www.eu-startups.com/directory/imagebiopsy-lab-2/,Austria,Vienna,"AI, imaging diagnostic, digital health",2017
ImageBiopsy lab,https://www.eu-startups.com/directory/imagebiopsy-lab/,Austria,Vienna,"AI, imaging diagnostic, digital health",2017
Altorum Leren,https://www.eu-startups.com/directory/altorum-leren/,Austria,Software,"loud Computing, UI/UX, Full Stack Development, IoT, Artificial Intelligence, Blockchain",2017
bsurance,https://www.eu-startups.com/directory/bsurance/,Austria,Vienna,"Insurtech, Fintech, Embedded Insurance, Digital Transformation, Digital Enabler",2017
Tubics,https://www.eu-startups.com/directory/tubics-2/,Austria,Vienna,"Advertising, SaaS, Software, Video, VideoEditing",2017
Point of New,https://www.eu-startups.com/directory/point-of-new-e-u/,Austria,Vienna,"Creativity, Innovation, Coaching, Consulting",2017
BALLDESIGNER,https://www.eu-startups.com/directory/balldesigner/,Austria,Gallspach,"Artificial Intelligence, Robotics, Sports",2017
Coachfox,https://www.eu-startups.com/directory/coachfox/,Austria,Vienna,"marketplace, coaching, experts",2017
LAMA App,https://www.eu-startups.com/directory/lama-app/,Austria,Vienna,"app, video, freemium",2017
Storyblok,https://www.eu-startups.com/directory/storyblok-3/,Austria,Linz,"headless cms, cms, content",2017
WisR GmbH,https://www.eu-startups.com/directory/wisr-gmbh/,Austria,Vienna,"elderly, demographic change",2017
Cleanhearing,https://www.eu-startups.com/directory/cleanhearing/,Austria,Spittal an der Drau,"tinnitus, health tech, medical devices, doctors, hearing aids, audiologists, healthcare, medical",2017
boomerank,https://www.eu-startups.com/directory/boomerank/,Austria,Wolkersdorf im Weinviertel,"SEO Tool, Marketing Automation Software",2017
Startaparat,https://www.eu-startups.com/directory/startaparat/,Austria,Vienna,"Communication, Digital Agency",2017
SHARK-Bike,https://www.eu-startups.com/directory/shark-bike/,Austria,Vienna,"Smart Mobility, Transportation, Smart Cities",2017
helloplant,https://www.eu-startups.com/directory/helloplant/,Austria,Vienna,"Plants, Sensor, Smart",2017
Timesheet,https://www.eu-startups.com/directory/timesheet/,Austria,Vienna,"Working hours, Tracking, Data",2017
MyNextGarage,https://www.eu-startups.com/directory/mynextgarage-gmbh/,Austria,Vienna,"Rental, Booking, Online",2017
AVILOO,https://www.eu-startups.com/directory/aviloo/,Austria,Biedermannsdorf,"Electric, Battery, Testing",2017
MoonVision,https://www.eu-startups.com/directory/moonvision/,Austria,Vienna,"Tracking, AI, Food",2017
Music Traveler,https://www.eu-startups.com/directory/music-traveler/,Austria,Vienna,"Music, Travel, Marketplace",2017
JetClass,https://www.eu-startups.com/directory/jetclass/,Austria,Vienna,"Travel, AI, data",2017
Blockpit,https://www.eu-startups.com/directory/blockpit/,Austria,Linz,"Cryptocurrency, Software, Digital",2017
Newsadoo,https://www.eu-startups.com/directory/newsadoo/,Austria,Linz,"News, Tech, Platform",2017
base.energy,https://www.eu-startups.com/directory/base-energy/,Austria,Vienna,"Solar, Energy, Power",2017
Farmdok,https://www.eu-startups.com/directory/farmdok/,Austria,Wieselburg,"Agritech, Agriculture, Mobile, Database",2017
Seven Seas Gear,https://www.eu-startups.com/directory/seven-seas-gear-gmbh/,Austria,Moosburg,"Dive, Scuba, B2B, B2C",2017
iDWELL,https://www.eu-startups.com/directory/idwell/,Austria,Vienna,"SaaS, CRM, proptech",2017
Tribe,https://www.eu-startups.com/directory/tribe/,Austria,Vienna,"Crowdinvesting, Platform, Invest",2017
proactivaudio,https://www.eu-startups.com/directory/proactivaudio/,Austria,Vienna,"Echo, Audio, B2B",2017
Hydroponic Fodder,https://www.eu-startups.com/directory/hydroponic-fodder/,Austria,Pakistan,"hydroponic, enhance, drought",2017
dinster.at,https://www.eu-startups.com/directory/dinster-at/,Austria,Wien,"recommendations, services",2017
QuickTaxi,https://www.eu-startups.com/directory/quicktaxi/,Austria,Vienna,"Aiport, Taxi, Vienna",2017
ToolSense,https://www.eu-startups.com/directory/toolsense/,Austria,Vienna,"IoT, Sensor Data Analytics, Powertools, Smart Construction",2017
PROCFIT,https://www.eu-startups.com/directory/procfit/,Austria,Vienna,"Procurement for Startups, Outsourcing, Supply Chain",2017
Discuto,https://www.eu-startups.com/directory/discuto/,Austria,Bisamberg,"decisions, govtech",2017
Sixfold,https://www.eu-startups.com/directory/sixfold/,Austria,Vienna,"Real-Time Logistics, Transportation, Shipping, Machine Learning",2017
reposée,https://www.eu-startups.com/directory/reposee/,Austria,Vienna,"Rental platform, Travel Tech",2017
Storyblok,https://www.eu-startups.com/directory/storyblok/,Austria,Linz,"CMS, Content Management System, SaaS, Visual Editor, Storyblok, Austria",2017
Mostly AI,https://www.eu-startups.com/directory/mostly-ai/,Austria,Vienna,"Artificial Intelligence, Big Data, Information Technology, Machine Learning",2017
ToolSense,https://www.eu-startups.com/directory/toolsense-2/,Austria,Vienna,"Artificial Intelligence, Cloud Computing, Information Technology, Internet of Things",2017
Storyblok,https://www.eu-startups.com/directory/storyblok-2/,Austria,Linz,"CMS, Information Technology, SaaS, Web Design, Web Development",2017
Bsurance,https://www.eu-startups.com/directory/bsurance-2/,Austria,Vienna,"Banking, Customer Service, FinTech, InsurTech, Retail",2017
Music Traveler,https://www.eu-startups.com/directory/music-traveler-2/,Austria,Vienna,"Marketplace, Media and Entertainment, Sharing Economy",2017
Newsadoo,https://www.eu-startups.com/directory/newsadoo-2/,Austria,Linz,"Artificial Intelligence, Internet of Things, News Publishing, Software",2017
Votre,https://www.eu-startups.com/directory/votre/,Austria,Vienna,"Journal, People, CRM",2017
hello again GmbH,https://www.eu-startups.com/directory/hello-again-gmbh/,Austria,Leonding,"IT, Mobile, Data,",2017
Testify GmbH,https://www.eu-startups.com/directory/testify-gmbh/,Austria,Linz,"checklist software, checklist, digitalization, digitaltransformation",2017
Allcyte,https://www.eu-startups.com/directory/allcyte/,Austria,Vienna,"Biotechnology, Health Diagnostics, Machine Learning, Pharmaceutical",2017
Finmatics,https://www.eu-startups.com/directory/finmatics/,Austria,Vienna,"Artificial Intelligence, Information Technology, Software",2017
Innerspace,https://www.eu-startups.com/directory/innerspace/,Austria,Wattens,Virtual Reality,2017
Leftshift One,https://www.eu-startups.com/directory/leftshift-one/,Austria,Graz,"Artificial Intelligence, Machine Learning",2017
Storebox,https://www.eu-startups.com/directory/storebox/,Austria,Vienna,"E-Commerce, IT Infrastructure, Logistics, Self-Storage, Warehousin",2016
Userbrain,https://www.eu-startups.com/directory/userbrain/,Austria,Graz,,2016
contextflow,https://www.eu-startups.com/directory/contextflow/,Austria,Vienna,"3D Technology, Artificial Intelligence, Medical",2016
CodeJob.at,https://www.eu-startups.com/directory/codejob-at/,Austria,Vienna,"job, developer, it",2016
APEX Ventures,https://www.eu-startups.com/directory/apex-ventures/,Austria,Vienna,"Business Intelligence, Cyber Security, Digital Media, FinTech, SaaS",2016
Waterdrop,https://www.eu-startups.com/directory/waterdrop/,Austria,Vienna,"Consumer Goods, Water, Water Purification",2016
enaible,https://www.eu-startups.com/directory/enaible/,Austria,Graz,"AI, image, analysis",2016
roomchooser,https://www.eu-startups.com/directory/roomchooser/,Austria,Vienna,"booking, travel, limited mobility",2016
Snapscreen,https://www.eu-startups.com/directory/snapscreen/,Austria,Vienna,"tv, content, viewers",2016
riskine,https://www.eu-startups.com/directory/riskine/,Austria,Vienna,,2016
pocketrocket studio,https://www.eu-startups.com/directory/pocketrocket-studio/,Austria,"Graz, Austria","game, mobile, marketing",2016
JobRocker,https://www.eu-startups.com/directory/jobrocker/,Austria,Vienna,"match, recruitment, job",2016
Stereosense,https://www.eu-startups.com/directory/stereosense/,Austria,Vienna,"VR, apps, content",2016
Steed Equine Monitoring Solutions,https://www.eu-startups.com/directory/steed-equine-monitoring-solutions-gmbh/,"Austria,Germany",Vienna,"biometric, horse, tracking",2016
Mimo,https://www.eu-startups.com/directory/mimo/,Austria,Vienna,"EdTech, Programming, e-Learning, Gamification",2016
GoStudent,https://www.eu-startups.com/directory/gostudent/,Austria,Vienna,"EdTech, Tutoring Platform, AI, Online Education",2016
SteadySense,https://www.eu-startups.com/directory/steadysense/,Austria,Seiersberg-Pirka,"Sensor Technologies, Temperature Measurement, MedTech",2016
Intellyo,https://www.eu-startups.com/directory/intellyo/,Austria,Vienna,"SEO, Content Marketing, Digital Transformation, Intellyo, Vienna",2016
Byrd,https://www.eu-startups.com/directory/byrd/,Austria,Vienna,"eCommerce, Logistics, Shipping, Byrd, Vienna",2016
7LYTIX,https://www.eu-startups.com/directory/7lytix/,Austria,Linz,Applied AI for Business,2016
ROIFORCIO GmbH,https://www.eu-startups.com/directory/roiforcio-gmbh/,Austria,Vienna,"Sales Tools, Web service, mobile application, online presentations, lead generation, outreach",2016
Roulette77,https://www.eu-startups.com/directory/roulette77/,Austria,Vienna,"Roulette, Spiel, Glücksspiel",2016
Kivu Technologies,https://www.eu-startups.com/directory/kivu-technologies/,Austria,Vienna,"Information Services, Information Technology, Software",2016
nymea.io,https://www.eu-startups.com/directory/nymea-io/,Austria,Vienna,"Information Technology, Internet of Things, Service Industry, Software",2016
Playerhunter,https://www.eu-startups.com/directory/playerhunter/,Austria,Vienna,"eSports, Fantasy Sports, Social Network, Sports",2016
Fretello,https://www.eu-startups.com/directory/fretello/,Austria,Linz,"Apps, Artificial Intelligence, E-Learning, EdTech, Education, Machine Learning, Mobile, Music, Music Education, Software",2016
tubics,https://www.eu-startups.com/directory/tubics/,Austria,"Vienna, Wien","Advertising, SaaS, Software, Video, Video Editing",2016
Evologic Technologies,https://www.eu-startups.com/directory/evologic-technologies/,Austria,"Vienna, Wien","Computer, Electronics, Information Technology",2016
Enpulsion,https://www.eu-startups.com/directory/enpulsion/,Austria,"Wiener Neustadt, Niederosterreich","Aerospace, Intelligent Systems",2016
Hydrogrid,https://www.eu-startups.com/directory/hydrogrid/,Austria,Vienna,"Energy, Energy Efficiency, Power Grid, Renewable Energy, SaaS, Software",2016
Schrott24,https://www.eu-startups.com/directory/schrott24/,Austria,Graz,"Apps, Internet, Marketplace, Mobile Apps, Web Apps",2016
SteadySense,https://www.eu-startups.com/directory/steadysense-2/,Austria,Graz,"Artificial Intelligence, Fertility, Health Care, Medical, Medical Device, mHealth, Personal Health, Software, Wearables, Women's",2016
LAMIE,https://www.eu-startups.com/directory/lamie/,Austria,Linz,"InsurTECH, embedded insurance, FinTECH",2015
PRIKK:The next level of Crowdfunding,https://www.eu-startups.com/directory/prikkthe-next-level-of-crowdfunding/,Austria,Vienna,"community, finance, innovation",2015
WEBCP,https://www.eu-startups.com/directory/webcp/,Austria,Linz,"webdesign, SEO",2015
baningo.com,https://www.eu-startups.com/directory/baningo-com/,Austria,Vienna,"retail, banking, sales",2015
Knoyd,https://www.eu-startups.com/directory/knoyd/,Austria,Vienna,"data, profit, data science",2015
Daibau,https://www.eu-startups.com/directory/daibau-gmbh/,Austria,Graz,"construction, real estate, marketplaces",2015
App Radar,https://www.eu-startups.com/directory/app-radar/,Austria,Graz,"marketing, app, developers",2015
TeamEcho,https://www.eu-startups.com/directory/teamecho/,Austria,Linz,"SaaS, HR Tech, b2b, Leadership",2015
Adverity,https://www.eu-startups.com/directory/adverity/,Austria,Vienna,"data, customers, brands",2015
cashpresso,https://www.eu-startups.com/directory/cashpresso/,Austria,Vienna,"payment, transfer, money",2015
LeadInvest,https://www.eu-startups.com/directory/leadinvest/,Austria,Vienna,"real estate, investment, property",2015
Waytation,https://www.eu-startups.com/directory/waytation/,Austria,Vienna,"event, organizers, visitors",2015
Hokify,https://www.eu-startups.com/directory/hokify/,Austria,Vienna,"tourism, placements, staff",2015
Medicus,https://www.eu-startups.com/directory/medicus/,Austria,Vienna,"health, ai, medtech",2015
Bikemap,https://www.eu-startups.com/directory/bikemap/,Austria,Vienna,"cycling, maps, navigation",2015
